class,final_tweet
1,yall live bitches live weed
1,yall fuckin men risking ya life freedom single dolo bitch gotta worry
1,yall see chojis big ass black bitch
1,yall trustin never gullible
1,yandy gotta pay dick im bitch ugly
0,yankee homeruns make
0,yankee pinstripes might best unis mlb gray road ones worst cc looks like elephant trapped circus tent
0,yankees getting killed
0,yankees great joe dimaggio reportedly used beat wife marilyn 1954 announcing divorce
0,yankees season
0,yankees never gave away guy flat
0,yankees rely long ball playoffs
0,yanks choked lost 4 strait remember
0,yanks make playoffs al red sox
1,yas bitches yas
1,yas bitches
1,yasss bitch yass
1,yasss bitches
0,yasss brownies ice cream
1,yay redneck piece
1,yayyyy gonna jacking bitches day today
1,yaz bitch
1,yea see ya hoe
1,yea hot skillet
1,yea oscar live fuckin trash
1,yea alright redneck white stupid niggers hollering car going road trying hit fuck
1,yea bitch dat shit feel
0,yea buddy lot nba trash talk going
1,yea randy white 745 changed whole mind hoe nice
1,yea bad hoe
1,yea bad hoe
1,mike referee tokyo
1,bitch
1,yeaaa bitch dog like shaggy yea stay clean get dirty like harry
1,yeah chris brown definitely realest waffle cone colored nigga time bullshit song b exactly feelin
1,yeah tell weather gettin pussy today
1,yeah acne still pull hotter bitches
1,yeah tried bein blind lol
1,yeah needs get fucked fuckin water proof got cheerios slidin bitch shit
1,yeah bitch
1,yeah know hot shit back day
1,yeah hoe
1,yeah
1,yeah
1,yeah im livin bitches dead wrong
1,yeah great one fucking hilarious bitches
0,yeah okay put fire cracker cow pie see happens
1,yeah yeah guys
0,yeah supposed put trash
1,yeah nfl trash fuck london shit
0,yeah six complete lead red sox
1,yeah bad hoe
1,yeah bitch
1,yeah eyebrows ya pussy
1,bad hit pass
1,annoying need play fuck heart make wish
1,forgot say made mistake calling
1,heard fucking like swag fag
0,yee boy yung nicca told dat waxx
1,yeen never seen fat nigga molly bitch imma hurt somethin
1,yeen real nicca yeen got porn sites n internet history
1,yeezus fuckin trash
0,yellow jackets gas station trash cans worst
1,yep nope never fellas u ever pussy good send
0,sources confirmed iggy concert last night trash
1,yes ok beat bitch tweets
1,yes love sex told yo bitch rubbers
1,yes bitch still love lying
1,yes lawd god took extra time lips like kylie black
1,yes suhh fuck gettin live tomorrow
1,yes ugly bitch shitty platinum blonde skunk take cuts
1,yes yes yes gone hear never met hoe yet tell
1,daryl michone got waiting months season
1,hairy white man redneck tendencies absolutely loves aretha fuck
0,favorites please tell buy trash
1,know man u got pack fag boy comin thru
1,yesterday around good great saw lot people havent seen got high giraffe pussy
0,saw red hair streaks orange yellow combed like woody wood
1,yet tag
1,yo miss ya
1,yo u let peckerwood skip get away fuck u
1,yo bitch take order right fucking become
1,yo bitch fun
1,yo bitch lookin like wana fuck summn
1,yo bitch freak fucked ha sleep dat last time slept woke ha nd fucked ha aint sleep long
1,yo bitch make commitment
1,yo bitch ass needs boss fuck
1,yo bitch choosin let
1,yo bitch choosin letr
1,yo bitch let
1,yo bitch choosinh
1,yo bitch gaggin jet laggin
1,yo bitch go wild miles pussy car
1,yo bitch know wat im talkin bout
1,yo bitch like get cute go movies mane bitch like get fine go gun range
1,yo bitch dick come crib get passed around love
1,yo bitch boof got throwbac pussy
1,yo bitch wanna fuck squad
1,yo bitch wanna fuck
1,yo guys stop little bitches know everything happens reason meant
1,yo daddy jus son
1,yo fuck firestone commercial givin bitches ideas run video cut bitch
1,yo fuck pats still bitches
1,yo hoe like tick hunting blood
1,yo homegirl fat got need bitch
0,yo get like 25 flappy bird need self evaluation probably life
1,yo main bitch side hoe
1,yo homegirls sayin bum bitch
1,yo pussy shit unless
1,yo pussy shit unless jake state farm
1,yo pussy 9 scrapehouse
1,yo pussy overrated
1,yo nigga lying bitches calling ya mcm u back bob
1,yo teacher baltimore bullshitin bitch lmao
1,yo niggah catch every tweet lls oh goodness
1,bitch tried run store gaggle clothes got caught
1,yoga around ages bitches figuring
1,yoh brownie fukd high last night
1,yost portsmouth biggest white trash county
1,see shout radical
0,need iphone use stupid apple grabbing people ankles shaking money rubes
1,basic ass bitch
1,bitch
1,dike cause yo man
1,faggot bring jacket work keep ya desk office
1,hoe errbody know
1,hoe deals fried chicken
1,hoe u eat candy corn
1,hoe crying yo ass smiles riding dick
1,hoe ever midnight
1,hoe like gettin drunk
1,hoe take taxi club
1,lame ass nigga still cuffin hoes bitch got bitch er
1,pussy dawg
1,pussy hoe give pussy hoe
1,real life faggot ever fight another man fucked gotta take l like man move
1,shoulda coulda woulda ass niggah ima wish niggah would ona hood ass niggah
1,stupid hoe
1,world class hoe
1,got bitch parents give money yet need act like
1,bitch lil bitch bitchin
1,bitch lil bitch
1,main bitch fucc care
1,nothin piece cheese corners words never gone slice bitch
1,squad lil bitch
1,trynna fuc get ya shoes hoe
0,retarded really kendrick trying diss think cuz names said coming
0,always buy colored goldfish stash constant inspiration
1,always find something bitch
1,always see shit old york rd late night done seen like 4 tranny midget
1,bbw shit get tf take stud hoes
1,yuh bitch ass ull get smacked quick
1,boy dont say fag bitch shit lingo
1,beyond retarded
1,fake going put blast
1,arguin bout bitch god damn slutttt
1,ask make dat bitch
1,club every week bitch get life
1,side hoe
1,better pray god like yo bitch cause might catch eyes might get hit
1,better watch hoe fuckin everybody
1,better work bitch
1,bitch hole never text guess haha never text anyone back bad
1,bitch like text emojis
1,bitches got one friend wear fit every function even
1,bitches crazy
1,bitches relate
1,bitches got way fucked idc many pineapples eat pussy still gon taste give shit please
1,bitches make sick
1,bitches entertain attention get niggas worst kind hoes
1,bitches wearing leggings everyday know wore pair 3 days row fool
1,bitter bitches need
1,boil spoilt much ae arrogant bitch u try show flip nd likely go nuts
1,ask fucked bitch ask day hoes outta
1,hoe love
1,buy bitch erything world bet still find something complain
1,buy etc tho
1,buy fucking life never even broken sweat stop crying bitch
1,call thief get smdh
1,expect total bitch towards yet
0,say word negro attached word totally
1,say stands say cunt
1,mad people call hoe acting like one
1,blame bitches say ima asshole talk kinda
1,call bitch bitch bitch
1,owe shit trust
1,owe shit ion trust niccas
1,play fool niggah
1,put anything past new york detroit chicago
1,put pussy pedestal
1,spell patrick without trick trick treat bitch
1,treat hoes like ladies
1,trust chick got pet cat b bitches mad sneaky
1,cant tell bitches belong city
0,could viewing future glasses libra
1,could fuck bitch lemme fuck yo bitch
1,da deserve crown
1,something different turn hoe
1,say showed bitch nobody said shut fuck fat made retarded
1,know doobie brothers member michael mcdonald says
1,done clown bitch
1,drink light hahahahahahahahahahaha
1,dumb bitch think work
1,estupid bitch like hard understand
1,ever dream fucking fuck real life pussy better
1,ever piece pussy mind like
1,ever sex put pussy sarcophagus
1,ever randomly woke ya bitch standing
1,ever see bitches comment vine like knowin damn well would neva shit like lmfaaoo
1,ever seen fine eskimo google images looking
1,fags hyped shit much listen everything garbage
1,fat hoes need exercise diet
1,following whole bunch bitches look better girl nothin make wanna cheat
1,fuck try fuck go ape shit stay wtf haha
1,fucking fag exactly talking women pigs
1,girls 13 talking hate sleeping well bitch better buy damn teddy
1,girls got college set better get mad nigga leave cause got pussy
1,girls needa stop damn near got catfished week two ago bitch keeps findin way
1,giving head tonight nah shoot fucking pussy hoe
1,got 15k followers n bed sheets last month bitches confrused voice
1,got got
1,got hoes really titty twerkin
1,got faggot
1,got name mouth got bitch dick
1,got niggas got bitches
1,got niggas got partynextdoor never
1,got pussy nigga disease curing ya
1,got bad bitch trip
1,got wild bitches tellin liessss
1,gotta block dumb hoes
1,guys
1,hate football faggot
1,word beat fucking faggots pls
1,friends bc nobody wants guilty association
1,hoes aint fucking
1,hoes got real friends cause shit seeing friends ah burry 6 ft oml ever slipping
1,hoes pleasant surprise
1,hoes complain
1,hoes give reasons everyday stay ass single another 2 years
1,hoes love sayin think cute
1,hoes steady coming
1,twitter hoe
1,caught bitch cheatin work shes dude tryin get fuck slittin throat cut head
1,friend im niggah wanna fuck wit
1,salty ugly white hoes
1,worried bout got one girl girl one else hit
0,know big sick hearing lol bandwagon fans go
1,know bitch crazy smiles
1,know bitch mad throw drink got find another nigga buy another one
1,know bitches mad like
1,know hard find good yo hoe ass ungrateful cheating good woman cuz faggot
1,know many hot bitches
1,know hoes
1,know lil bitches mouth streets
1,know trash grown ass woman gotta nigga fucking around 17 year 10 year old landfill
1,know stay fuck bitch shit street nigga thats gonna get
1,know im even gonna respond know real
1,know people ghetto leave plastic shit tvs
1,know random niggaz bitches wish worst look
1,know head good feel like pussy stuffed throat
1,know hoes good singers stop making love songs
1,know hoes wishy washy
1,know hoes wishy washy
1,know fuck bitch didnt girl
1,know fuck bitch little
1,know im nigga money expensive bitches
1,know burden fuckin annoyance hate bitches like
1,know call life cuz use lube nothin stick big ole cock ass fuck
1,know bitch ass need say
0,know ghetto see streets named martin luther king jr
1,know kinda seem like nasty
1,know married hoe ass bitch let nigga come let nigga take ya porn
1,knows dat white bitches da black cock yo uptight white asshole wants
1,like bitch
0,like honestly tasted like sole shoes
1,like hell yo bitch meanwhile yo bitch like hell yo clique
1,lil stupid ass bitch fucking
1,little dumb ass bitch dont fuck
1,little stupid ass bitch fuckin
1,little stupid ass aint fuckin
1,little
0,losing u trying stupid yardie
1,mad cuz van yo bitch hands tits
1,mad cuz fucking ya wins cuz letting shit fuck control
1,mean hoes russ never gonna happy bruh
1,must part cat cuz fucking pussy
1,must retarded quote thirst trap
1,need muzzle horse face
1,need nicca like bring freak outta
1,never heard think weed cause dont exist hoe
1,never invite yet bitch
1,nigga eating hoes pussy worth
1,niggas puttin bitches even fucked yet scratch hit list never hittin
1,niggas talking females trying get pussy dont realize boosting ego getting
1,niggas would rather girl wear jeans js instead tight dress heels
1,niggaz bitches better yet actresses da k hit ya ass nd flip like pissy mattress
1,nigguhs glorifying pussies
1,playing bitch know wassup
1,old ass niccas make flesh crawl bitches
1,bully people know playoffs
1,popping pills fucking stank keep real really bout bank
1,poor soul cuz fat bitches thing like
1,pussy lie pussy
1,pussy see ya whiskers
1,ratchet ass bitches gonna nobody blame get std
1,really nice bitches easiest way get cheated
1,right jus peeped ur bitch
1,said texted u told u missed yeah bitch like 4 weeks grow
1,said yo bitch bitch look fu
0,said smoking strong wrong smoking trash aint lungs aint pressure
0,said smoking strong wrong smoking trash lungs
1,say say woman strong personality play well
1,say like new children dumb bitch mixed want one
1,say ratchet pussy bands make dance
1,say ratchet juicy j
1,say bitch bad shit
1,say classy sadity say bitch tease
1,say gotta new
1,scared scared beat pussy
1,scum bro tha pussy trash still txt life shit
1,see bussing bitch
1,see shining yo bitch ass
1,see two pussies jason capuano nd jason cousins taking chit gram
1,see bitch talk shit nigga get ya
1,selfish bet love sure
1,6 foot 220 lbs buy know get em cause scrawny country
1,probably go clean nasty pussy worry wtf
1,type special faggot bring chocolate swishers smoke
1,state gook
1,still turn hoe house wife
1,still fuckin sorry ass nigga makes sorry ass bitch
1,still nigga b hatin cause got bitches nigga stole princess
1,tha hoe
1,bitch nigga never
1,think america crooked countries get executed street american hoes make
1,think learn red flag bullshit appears nooooo faggot ass faith
1,think classy niggah really ratchet
1,think pussy kitten drowned two days
1,thought playin cut bitch
1,old crying like
1,trash tho edgewood basketball court
1,tried sinf
1,unfollowed dumb blame
0,wanna find hoes follow chicks reply heart eyes sex gifs
1,wanna hot body wanna bugatti wanna maserati better rob bank bitch
1,wanna know crazy without could find shady
1,wanna watch game wanna watch yo bitch ass buy another tv gotta take da l
1,want smart educated dumb bitch
1,want couch playing video games see friends pussy
1,want got twenty bitch
1,never let another bitch say change actions towards
1,nothing dirty fuck bitch
1,never get know cook ya man fr atleast nigga like slackin ass bitches
1,working today
1,text fall asleep young boys gotta clue grinding
1,get money silly hoe
1,bitch seen lose bad work slitting wrists thanks tom brady
1,little bitch team got blown super bowl
1,never catch public chick got iphone seen public classy bitches
1,bad bitch want
1,bitch hate
1,bitch straight
1,dumb
1,faggot use cover face emoji
1,hoe ass faggot bitch cunt nigga
1,pussy shut
1,stupid fucking bitch
1,stupid hoe
1,faggot
0,crows power
1,ugly fat cunt need odee
1,ugly fucking get high horse
0,name looks marry
1,dismissed wanna play
1,bitch
1,another
0,trash like sorry
0,like lucky leprechaun charmed day gemini
1,way near life bitch lmao
1,good listener twitpic selfie bad bitch
1,pussy ass set mean shit
0,standing slippery slope easy libra
0,stuck ghetto middle school step wtf ah stuck middle school games jusy
1,fake cannot stand read wonder probably
1,pussy
1,ugly anyway sit tf somewhere
1,unattractive dinner dates yo man
1,young gem chief killing real bubble gum trash
1,young thug called bitch twin even know mean definitely bout start calling bitches
1,young bitches talk new man allll anyone really intrested shit lol
1,young jezzy dat nigguh
1,stupid ass hoes
0,good charlie brown
1,acting like spoiled little faggot fun
1,bitch always said wanna fuck real nigga
1,bitch choosing
1,bitch bitch
1,bitch got lipstick
1,bitch fake sack potatoes
1,bitch wanna fuck something nothing playing video games watching
1,bitch playing may joystick
1,bitch want fuck squad
1,bitch wants go little italy told fuck
1,boobs little want punch
1,ex tastes like sweet butter
1,eyebrows ya pussy stink
1,girl pussy like walk cure every sick nigga
1,girls pussy smells like sour cream onions
0,grammar
1,leader rocks fucking mo hawk dances like faggot atl
1,name follows word cunt dictionary sooo tell
1,new bitch old hoe
1,pathetic plan enjoy phone fucking let see ass benton wanna talk shit carve
1,pussy hella took hour slide mothafucka quote compliment
1,pussy hole must small adjustment tf
1,vaginal walls inflammed fuck nigga fucking cut em complete
1,youre fucking ugly wanna stab death play around blood bateman
1,yous gold hoes pink mascato
1,yous bitch ass nigga push tape bac till around labor day weekend turn
1,yu bitch made nigga
1,yuh bitch voz de mando ok best mf friday yet
1,yung nigger move dope
0,yup egg nog trash rap
1,got aids died jenny
1,officially like needy greedy bitch needs
1,yuu hinouchi gets fucked two guys gets
1,zach huggins tell yo bitch leave tf alone
0,zack still questions love oreos lol
1,zelda bitches lol
1,zhou mi layin bed sm busted room like gettin song
1,zimmerman comin yo life
1,zuko gets bitches
1,pm bitch ate mac n
1,fake bitches
1,bitch two black bloody scalp broken arm still like love lmao
1,bitch math class right actually eating straight nutella
1,aaahhhhh internet whole weekend time teach true spirit fucking
1,drunkenly get free 3d printed bracelet says
1,actin awfully slutty bitch winnie pooh sweater
1,add snapchat bitches erinblair
1,addicted pussy poppin
0,steelers lost superbowl loaded black yellow gmix moms think youtube page still open
1,ah nigga dat cares opinions get involve hoe shit either gay broke getting enough
1,ahah fucking queer kill urself
1,ahaha pussy king
0,pang u like shouts 2 bro dre hogg style uza fool 4 dis 1
1,kj daddy fuck
1,thought
1,bitch got shit
1,nuttin ta cut bitch
1,bitch mimi still wit gay ass
1,trusting bitch hoe sucka
1,aint nuthin retarded bout gucci gold rolex
1,aint shit pretty bitch mama anyone get drama
1,aint shit without scale bitch live bag life
1,aka ignore bitches
1,eva wanted muh fuckin guala
1,wanted hundred million dollars bad bitch
1,exes bitches
1,us twitter already lol one step volunteer listen
1,bitches love
1,money n pussy need
1,hoes follow hit infamous imma follow 25 people
1,ciara songs old bitches like 2 weeks ago
1,bad man want
1,beautiful sucha beautiful thing
1,hoes familiar
1,hoes sweating chasing niggas
1,hoes tbh
1,photo haha bitch ass shmedium hit hoe caption
1,almost dragged suite mate last hoe really came banging door 2am
1,although last night lady told key happiness new pussy
1,always hoes skinny losing money due therapy bills
1,always okay bring ho barbershop usually cool af
1,inly one seeing austin rivers play bitch ass
1,gotta say dont like ashley omfg creepy psycho bitch
0,another one two know
1,yo bitch may fight holmezz
1,im retarded keep answering house phone know aint
1,bitch bad never ever cheating
0,every time friend matter nips haunt one nip introducing
1,hoes knew
1,fuck bitches attitudes
1,trying maintain color gonna fuckin bitch like washed hair already started going blonde idk idk
1,animal crackers fuckin yo
0,another long night need better ned zertec however spell
1,anybody team permission fuck bitch
0,anybody remember movie noticed bird
0,anybody want sugar maple 50 popping hillbilly planted two
0,anybody want take
1,anyways never trust bitch dont snitch unless looking az 1 ditch
0,apparently pathetic trash alright
1,serious right hypocritical double fuck outta face trash
1,ask number lame like mobbin bitches turn
0,auto tranny
1,aw fenkell bitch
1,awwwww alex smith broke pussy
1,aye bitch try
1,aye jalen borrow 50 aint like yu aint got two well borrow aint like yu gone give
0,likes black men rap huh lol general wants colored
1,bad bitch
1,bad bitch bouncing pogo screamin yolo nigga juelz
1,bad bitch could
1,bad bitch trying blow like fuse
1,bad bitches thing like
0,bae game
1,bahaha karma bitch
1,balling like stunna bitch
1,based god fucked bitches
1,basement diving mook bastards
0,bats cool hell basically half tiny fox half leather
0,beanies cumming real soon
0,long december counting crows
0,started playing flappy bird
0,5am cuz cat meowed nocturnal bird ultimate
1,big bitches sayin yo eyes bitch yo stomach eyes
1,bitch smokin gas could start
1,bitch got beef links
1,bitch might b
1,bitch need body high fuck wit head pleeeease
1,bitch seen tricks foh
1,bitch stop white people 2014
1,bitch baby
1,bitch
1,bitch ass arod shorty dont hit back
1,bitch ass nigga
1,bitch betta get hoes
1,bitch hold bound
1,bitch dick bomb
1,bitch run neighbor dead
1,bitch get twitter hoe
1,bitch get bitch get bitch get cha wtf
1,bitch goin downnnn hillllll
1,bitch gon bounce boosie rapping dey probably scared
1,bitch cut
1,bitch idc like respect
1,bitch im heauxs gon put balloons corner take pics talkin bout
1,bitch im bout get damn flu care
1,bitch kill go bathroom eat pills em
1,bitch live
1,bitch dudes actin bitch made
1,bitch niggas owe money
1,bitch plz
1,bitch probably 1st nigga said good back
1,bitch really changed name haha beyonce fans much time hands waiting welfare office
1,bitch said best way get man get another smh dats ah hoe u
1,bitch thats yo nigga aint bitch
1,bitch u guessed
1,bitch u kno game tight
1,bitch realest
1,bitch whats yo box irrelevant
1,bitch hmmm either gay hoe
1,bitch lagging lol
1,bitch better disappoint madonna britney xtima new single coming
1,bitch gotta glo one
1,bitch guessin
1,bitch knew trail mybad
1,bitch white stfu shitty spanish
1,bitches
1,bitches saying
1,bitches aint shit hoes tricks
1,bitches already twerkin shit may jus better instagram
1,bitches subtweets lml
1,bitches door slamming habits ctfuu
1,bitches justice tank tops tho
1,bitches
1,bitches half naked talking send nudes
1,bitches hating
1,bitches like thinkin pissin bitch 2 different places
1,bitches like mixed wit italian chinese nd african american like bitch cuz ate
1,bitches peekin
1,bitches thotting long get exposed something decent get overwhelmed
1,bitches come go ya know
1,bitches corny af claim happy cry ooh iight hmmmm
1,bitches knw let ride certain shit work mentioning
1,bitches dumb
1,bitches
1,bitches love sosa guess wear sammy sosa
1,bitches love beyonce
1,bitches love good morning posts
1,bitches please napa fewer 100 people injured literally 2 reported critical
1,bitches stay feelings
1,bitches hoes talk even
1,bitches dont eat meat likely develop mental illness
1,bitches tryna relationship life right
1,bitches never knew calling wesgod
0,alexandra earrings emerald crystal emma
1,boats hoes
1,bobby make body know know karate bitch
0,shoved trash bin two bullets back suspect natural said worst
1,bout beat case like pussy nigga
1,bout get twitter twitter fame raising dawg
0,brass monkey dat funky monkey
1,skipping game obama whoop hoe
1,breh polygamist town arizona u wanna bitches deck move
1,bruh youtube bitch ass nigga bruh
1,bunch pussies
1,didnt get write thank god lol dumb white bitch
1,rather free man grave living puppet slave shit options bitch would free alive rich
1,time hates wanna trust bitch ass
1,know one thing bitches come saturday sunday monday sunday yooooo
1,shawty bitch one get money wid
1,butt chug 4lokos nah
1,byeeeee
1,call bitch
1,bitches least wait till bday month put shit damm yall stingy
0,cat kill birds make huge mes feathers
0,decide wear yellow rain boots purposes black yellow
1,get many hoes flexed last night
1,cant fuck around wit young niggas cause acting like hoes
1,cant hate onna bitch getting paid got
1,cant stand nicca pillow talk bitch
1,cant trust niggas come bitches
1,car anxiety
1,cause life told taught shit wack fucking giant sacks lying dog shut
1,change pussy fire hydrant
0,chargers raiders
0,cheeky lol want black yellow ughh
0,chicken spaghetti trash
1,chill bitch
1,chill zahra im getting crackers rn
1,choke bitch
1,chris brown said hoes wasnt loyal smh
1,chubby hoes
0,cleaned bird nests downspouts ready baby birds respect bees
0,colored denim makes puke
0,cookies crackers even
0,coon coffee 11 irish cremes fill
1,coons
1,coulda trash talking nigga cuz nigga got spankeddd fantasy
1,countin hoes thats knows nigga
0,country hick white rebel flag
0,bird screen twitter poke facebook
1,crazy like way ride dick
1,ctfuu bitch tried getting tough ran inside get husband hahaha
1,curiosity killed bitches gunna die see head game
1,cut bitch
0,cut canned pinto small cayenne powder crushed red pepper
1,dad name faggots little
1,damn ladies dick lol
1,damn nothing complain bitch lol
1,damn bitch lmao
0,damn lol janay rice speaks domestic violence costume mocks marriage
1,damn gonna leave beth long trash
1,damnnnn u unfollow ah bitch fucking wit dey nigga dat make feel kind
1,darf retarded lol
1,dat mean u ugly hoe getting fuck doggie style hot nigga
1,dats u pass bitches cuz dey ah make seems like u sweating u knw dat man fuck u
0,dblite works like charm openwrt arduino yun full test gyp version would rarely made
1,deadass wanted sauce till shit got real niggas wanna back ooh iight smh pussy
1,deal bitches feel like
1,dealing bitch ass annoying
1,deans crying needs pee peter keeps saying nigger
1,dear michele shut fuck crazy
1,dear spoiled suburban
1,dem niggas ca white love beautiful black
1,des hoes wishy washy
1,dey selling liquor drinks dis bitch
1,bitch really awake slumber help pick avatar tho
0,diet coke trash
1,digging hole climbing
0,let bird chill sink 30 ok
1,dis morgan hoe da middle
1,dislike people bitch people relationships dislike people bitch people single
1,bitches still love lmfaoooooooooooo
1,bitches tweet taking adderall everyday think hard nah
1,even make dresses straps cover us tits big settle trash bag
1,think rice fags
0,dodgerofzion giant green rooster walks carrying tray may brownie
1,ho shit
1,surprised bitch always dick towards
1,bitch attitude reason one
1,even entertain got somebody
1,follow unfollow retarded
1,get bow
1,give ah fuck ah bitch ah
1,look like got banana fucking
1,try nice bitch
1,done everything trust hoes
1,done riff bitchin bitch assss
1,donkey son bitch mother fucker
1,dont acknowledge
1,dont call nigguh unless u call nigguh
0,dont make direct eye contact cats nothing lol going west bu
1,dont trust hoe never trust hoe
1,dope bag pretty bitch side
1,dope pretty bitch side sell dope tryna get high
1,drake needs make rapper haha
1,draymond green bitch ass nigga bruh
1,drop day early fuck niggas need hear hard trash compared
1,dumb ugly stupid bullshit ass bitch
1,eagles fucking cunts
0,egg nog taste like bird doodoo look like
0,eggnog trash
0,eharmony informed soulmate 02 sea doo trash bag whataburger taquitos bungeed neil
1,eli manning looks like idiot talking guys sideline hands like retarded af
1,emers bitch
1,errybody dis bitch getting tips errybody dis bitch getting tipsy
0,escort missions games universally trash
1,especially since rick andrea banging comics bitch died already
0,even nature looks awesome colored
1,even tho killed pussy nigga hope go heaven thug
1,even though baby invisible non existent bitch
1,every lady hoe every lady sure queen
1,every time ask something waitress touches knee till done mean tryna give nigga pussy
1,every time say like everyone bitches fucking heads changes
1,every time try quit dumb bitch always gotta fucking annoying try patience lmfao
1,every time bitch makes status guys texts like whatttt loll
1,everybody fuckin everybody bitch everybody wit thats lifee
1,everybody gettin sick feel like supa man dis bitch
1,everybody stay yelling pregant season nooooooooo bitch nigga dont wanna rubber pussy good season tf
1,everybody talking bout hoes fighting lurking
1,favorite phrase try end argument lmao faggots
1,everyone report huge faggot
1,everyone thinks hoe idk trying talk
1,eww hate bitches dress sometimes
0,f u tumblr bc blog black white many great colored things could reblog fml
1,faggot
1,faggot time circled block 3 hours
1,faggots
1,fags god damn
1,fat bitches fat bitches heeeey
1,fat dykes make want vomit
1,fat white bitch skinny black im metairie fa
1,favoriting bitch pic flirting nowadays
1,feel like im home im dis bitch
0,feelin warm fuzzy
1,first thing zombie sell hoe
1,first thing wake sell hoe
1,first thing meet famous sell hoe
1,flappy bird makes want smash fuckin screen
1,insecure ya name instagram straight bitch nipple slip away
1,foreign bad bitch n said name trinaaa trap house look like got hit hurricane katrinaaaa
1,foreign iphone imma call goth hoe
1,french montana gotta give kardashian bitch 2 mil cuz divorce never marry none u bitches
1,conversation hoes falling
1,fuck ah bitch think
1,fuck deeeez bitches
1,fuck rite pussy
1,fuck ray rice crack bitch
1,fuck fat mexican
1,fuck twitter aint getting bitch
1,fuck u bitch fuck u bitch
1,fuck bitch
1,fuckin
1,fucking christ hate tutors literally get paid teach retards stop picking get fuck outta face
1,fucking hot doesnt love boot lick soles
1,fucking queer
1,fuk u stupid twat fuk upd dik suker wipe cum ur lip
0,fuzzy socks actual life
1,gay ass fags
1,okay consider
1,get level bitch im careful kick wit
1,get pussies
1,getting every dolla bitch
1,girl acting like staring bitch laugh worth staring anyways
1,girls hoe sun shine
1,give dope dick fuckin addict u fool u thought nigga neva yo
1,give bitches good assure back
1,givenchy toes bros hoes
1,glad know hoe looking attention
0,glenladen got life flight osu saving mess birds
1,go get left hot car die bitch
1,god cant fucking stand waiters bitch people get real fucking job
1,gonna get tattoo teardrop dick cause murdered pussy
1,gonna pussies mix concrete teach pose like badass let
1,good dick tattoos bitches like talk dem kind way bitches like
1,goodnight stuck twats laughing tweets
1,got bitch bad afford fuck
1,got death wish like 675 happy man
1,got ah tight fuck ur bitch met
1,got cramps
1,got like 4 hoes low pro
1,got bitch whip coming pick
1,got bad bitches waiting
1,got club early get free wait hoes show
1,got hoe scroll
1,gotta 9 bitches outta line
1,gotta clear ya throat pussy voice deepest morning
1,gotta remind put da phone sometimes cuz get sidetracked see bad bitches n den get mad cuz cant meet em
1,gotta tip monogamous yo bitch anonymous
0,graham crackers little marshmallows little chocolate bars make
1,straight people like nice queer people
0,green summer yellow cucumber set road today
1,grew shit stuck wit da u pussy fuck wit dis shit im love wit dis shit
0,guess mess sure else maybe trash yet maybe
0,guess rubes want go date
1,guy complains look complaining like little waahh waahh
1,guys cheat girlfriend girls know girlfriend also
1,ha fucking go cry mommy
1,hahaha damn dirtyyyy hoes
1,hahaha dumb bitch
1,hahaha good luck one bitch
1,hahaha girl popped bitch like molly haha
1,hahaha dude timeline says bitch every rollin lol
1,happy birthday nigguh
1,happy birthday love ya cute back 2012 still
1,happy birthday main ride love much
1,happy birthday funniest bitch know
1,happy happy husband key u c study thinks
1,happy halloween bitches
1,harm pussy instead missing usc medical student last seen tuesday may harm
1,anyone noticed aliens flaws retards crash landed means dont know drive
1,hate hoes caption shit lol shit hella cheesy
1,hate point truths flip script like bitch
0,blast even monkey bars tryna kill
1,one days pimp wants unfollow every bitch 30 mile radius ig let beat
1,song called u iconic lines big ole pack pretty
1,fuck busted basic bitches lol
1,said black bitch
1,actually crying bitch
0,making fun cause worried bird saying surprised like splitting poles lol ugh jerk
1,heard ya got man hoe hope understand tho
1,hell would freeze ever let bitch kick fuckin face
1,hell yeah pussy cat forget sexy one
1,henny cups ice bitch froze
1,said conceited grabbed wrist said talk fat jealous bitches
1,ass mann bro sit shit walk like wasnt gone grab bitch bye
1,fuckin jaw unhinged eating bitch whole fuck shit
1,pussy like heart like fuck
1,hey im bragging im like best know got
1,hey new followers welcome ion talking bout shyt retarded ass thoughts pop head
1,hey rich
1,neither im pretty smart one genuinely nice people ever
0,hillbilly bone
1,hit bitch reality bitches love reality
1,hit strip club see bitches went school
1,hoe ass nigga
1,hoe w chanel
1,hoes shit comes ah loyal
1,hoes always putting self nigga situation going satisfied till get ass beat
1,hoes even stupider
1,hoes get beat n nigga knw dey ah tell u stay wit ah pistol n always ready squeeze
1,hoes get mad think forget
1,hoes
1,hoes like say
1,hoes need stay hoes place fr
1,hoes pick like dandelions
1,hoes thinkin 2014 turns born
1,hold bitch im pray imma grab bible
1,really want break heart make movie handsome retarded man good flash mean
1,holy fuck yall little like 50 san antonio stfu
1,holy shit getting dunked cripple unreal
1,bitch mob
1,hope gezus gets shot faggot head
1,hope bitch prepared aftermath
1,hot nigga big like bobby bitch nice tho
0,ah yardie reach
1,many fingers bitch gotta break mother fuckers stop taking god damn lighters
1,many u hoes bad ass little kids dont medication cut school every
0,much wanna bet teabagger behind boston marathon
1,fuck fucking faggot ass randos even find ask
1,insecure tf
1,trends rappin wearing shit everyone else wearin rappin mixtape trash yo
1,far left looks best ask bitches try especially thick
1,bitch
